"community_name","average_exhibition_period","HuoFang_rate","price_adjustment_num","price_adjustment_average","community_other_price","community_other_num","community_other_floor","community_other_area","community_average_price","community_average_area","community_average_floor","community_average_AreaPrice","business_district","business_district_sales_num","business_district_other_price","business_district_other_num","business_district_other_floor","business_district_other_area","business_district_average_price","business_district_average_area","business_district_average_floor","business_district_average_AreaPrice"
"叶城五街坊",5.99984432860726,"无",1,140,5380,4,21,68.2,1345,17.05,5.25,78.8856304985337,"嘉定西",138,167269,138,1805,1764.01,1212.09420289855,12.7826811594203,13.0797101449275,94.8231585988742
"汇福家园泰和里",12.0072682307233,"无",2,100,2120,2,34,15.2,1060,7.6,17,139.473684210526,"鹤沙航城",83,NA,83,1244,835.5,NA,10.066265060241,14.9879518072289,NA
"愉景南苑",8.84074536292273,"无",2,150,12050,6,114,64.4,2008.33333333333,10.7333333333333,19,187.111801242236,"鹭江",77,152350,77,1311,854.86,1978.57142857143,11.1020779220779,17.025974025974,178.216316121938
"南景园",10.3418962027316,"无",3,110,5340,3,48,31,1780,10.3333333333333,16,172.258064516129,"江泰路",3,5340,3,48,31,1780,10.3333333333333,16,172.258064516129
"景安花园",8.01080807198943,"无",1,160,3520,2,58,26.16,1760,13.08,29,134.556574923547,"三溪",15,24590,15,261,166.8,1639.33333333333,11.12,17.4,147.42206235012
"西雅苑体育西路",14.001216825531,"无",1,240,3430,1,28,11.7,3430,11.7,28,293.162393162393,"体育中心南",1,3430,1,28,11.7,3430,11.7,28,293.162393162393
"双玺",12.2602707240882,"无",1,40,4480,4,72,47.22,1120,11.805,18,94.8750529436679,"清江西路",39,48410,39,912,487.23,1241.28205128205,12.4930769230769,23.3846153846154,99.3575929232601
"海洋星苑",1.00433909834535,"无",1,300,2490,1,12,11.9,2490,11.9,12,209.243697478992,"",8594,NA,8594,167157,99323.31,NA,11.5572853153363,19.4504305329299,NA
"华彩花园",5.40276268696895,"无",1,30,11060,5,150,46.84,2212,9.368,30,236.122971818958,"",8594,NA,8594,167157,99323.31,NA,11.5572853153363,19.4504305329299,NA
"星海名城二期七组团",6.33604588254228,"无",1,100,14090,6,87,61.87,2348.33333333333,10.3116666666667,14.5,227.735574591886,"",8594,NA,8594,167157,99323.31,NA,11.5572853153363,19.4504305329299,NA
"嘉园",3.00615413218737,"无",1,2661,2089,2,24,23.1,1044.5,11.55,12,90.4329004329004,"",8594,NA,8594,167157,99323.31,NA,11.5572853153363,19.4504305329299,NA
"南航揽翠苑",10.8625357116437,"无",1,200,15400,9,143,145.74,1711.11111111111,16.1933333333333,15.8888888888889,105.66762728146,"",8594,NA,8594,167157,99323.31,NA,11.5572853153363,19.4504305329299,NA
"科学园南里三区",8.52171029660161,"无",1,240,6720,2,12,24.8,3360,12.4,6,270.967741935484,"奥林匹克公园",16,51830,16,202,174.9,3239.375,10.93125,12.625,296.340766152087
"丽水嘉园",6.04647475158796,"无",2,700,15300,4,69,56.4,3825,14.1,17.25,271.276595744681,"朝阳公园",31,NA,31,386,404.38,NA,13.0445161290323,12.4516129032258,NA
"太平桥西里",12.6505309583047,"无",1,170,27110,9,141,96.2,3012.22222222222,10.6888888888889,15.6666666666667,281.808731808732,"六里桥东",80,238087,80,1441,946.12,2976.0875,11.8265,18.0125,251.645668625544
"双紫小区",15.4984636122388,"无",1,230,6080,2,36,16.1,3040,8.05,18,377.639751552795,"慈寿寺",34,114599,34,451,410.45,3370.55882352941,12.0720588235294,13.2647058823529,279.203313436472
"永金里小区",7.51313795107658,"无",1,100,13869,6,45,68.86,2311.5,11.4766666666667,7.5,201.408655242521,"海淀五路居",92,257122,92,796,1177.16,2794.80434782609,12.7952173913043,8.65217391304348,218.425702538313
"京旺家园三区",13.9979441452551,"无",1,200,2730,1,11,10.3,2730,10.3,11,265.04854368932,"",8594,NA,8594,167157,99323.31,NA,11.5572853153363,19.4504305329299,NA
"云景里白瓷砖",4.78271158025055,"无",1,40,10370,5,30,63.7,2074,12.74,6,162.794348508634,"梨园",174,343052,174,2038,2250.54,1971.5632183908,12.9341379310345,11.7126436781609,152.430972122246
"兴城丽源",10.5524780562779,"无",1,200,48159,27,301,311.1,1783.66666666667,11.5222222222222,11.1481481481481,154.80231436837,"枣园",242,463528,242,3347,2926.77,1915.40495867769,12.0940909090909,13.8305785123967,158.37527376596
"珠江丽景家园",11.8785501257365,"无",1,200,13340,8,86,86.2,1667.5,10.775,10.75,154.756380510441,"通州北关",115,209576,115,1471,1500.92,1822.4,13.0514782608696,12.7913043478261,139.631692561895
"北京怡园",14.0193773836118,"无",1,230,1690,1,16,9.1,1690,9.1,16,185.714285714286,"昌平东关",45,90000,45,360,682.3,2000,15.1622222222222,8,131.906785871318
"仁和花园一区",12.4954307719363,"无",2,235,24250,16,266,205.49,1515.625,12.843125,16.625,118.010608788749,"俸伯",51,78639,51,541,697.39,1541.94117647059,13.6743137254902,10.6078431372549,112.761869255366
"合立方",9.25497073457528,"无",1,800,45560,15,275,181.7,3037.33333333333,12.1133333333333,18.3333333333333,250.74298293891,"立水桥",217,636636,217,3936,2884.43,2933.8064516129,13.2923041474654,18.1382488479263,220.714664595778
"银城西堤坊",4.00020974792816,"无",1,130,1860,1,18,13.6,1860,13.6,18,136.764705882353,"奥体东",47,101260,47,693,684.75,2154.46808510638,14.5691489361702,14.7446808510638,147.878787878788
"大地豪庭",6.00011640173693,"无",1,300,1990,1,11,21,1990,21,11,94.7619047619048,"明故宫",43,NA,43,297,548.38,NA,12.753023255814,6.90697674418605,NA
"凯德湖墅",4.24786643592365,"无",1,100,7710,4,72,47.1,1927.5,11.775,18,163.694267515924,"",8594,NA,8594,167157,99323.31,NA,11.5572853153363,19.4504305329299,NA
"湘湖家园",12.2551018258084,"无",2,205,15610,8,48,150,1951.25,18.75,6,104.066666666667,"湘湖",32,65330,32,563,511.83,2041.5625,15.9946875,17.59375,127.640036730946
"君临天下",4.33630233518871,"无",1,100,4480,3,73,48.8,1493.33333333333,16.2666666666667,24.3333333333333,91.8032786885246,"临平",43,51090,43,1132,522.46,1188.13953488372,12.1502325581395,26.3255813953488,97.7873904222333
"名城湖左岸",7.62107574090914,"无",1,370,11340,6,154,92.4,1890,15.4,25.6666666666667,122.727272727273,"金沙湖",53,91020,53,1367,613.5,1717.35849056604,11.5754716981132,25.7924528301887,148.361858190709
"闲林山水海棠苑",15.4677616708332,"无",1,300,4700,4,20,50.1,1175,12.525,5,93.812375249501,"",8594,NA,8594,167157,99323.31,NA,11.5572853153363,19.4504305329299,NA
"日月新殿",13.006094048473,"无",1,200,2430,1,6,10.7,2430,10.7,6,227.102803738318,"杨思",36,78917,36,266,475.18,2192.13888888889,13.1994444444444,7.38888888888889,166.078117765899
"定西路1235弄",7.00531693852886,"无",1,70,2560,1,7,6.1,2560,6.1,7,419.672131147541,"中山公园",33,81729,33,706,409.25,2476.63636363636,12.4015151515152,21.3939393939394,199.704337202199
"同景苑",11.507305830219,"无",3,273.333333333333,8540,4,24,50.7,2135,12.675,6,168.441814595661,"",8594,NA,8594,167157,99323.31,NA,11.5572853153363,19.4504305329299,NA
"北华苑",16.2807720434023,"无",1,100,16330,7,42,86.8,2332.85714285714,12.4,6,188.133640552995,"行知路",74,165167,74,546,955.96,2231.98648648649,12.9183783783784,7.37837837837838,172.776057575631
"莲泰苑",7.01371016795988,"无",2,450,6170,3,18,38.8,2056.66666666667,12.9333333333333,6,159.020618556701,"芳华路",84,190510,84,692,1089.85,2267.97619047619,12.9744047619048,8.23809523809524,174.80387209249
"桃李家园",3.6057446735849,"无",3,366.666666666667,11290,5,30,66.9,2258,13.38,6,168.759342301943,"高青路",42,NA,42,287,500.23,NA,11.9102380952381,6.83333333333333,NA
"文怡苑",4.04027976733943,"无",1,870,2360,1,13,13.7,2360,13.7,13,172.262773722628,"秀沿路",36,59899,36,336,445.86,1663.86111111111,12.385,9.33333333333333,134.344861615754
"环龙公寓",10.4911866792926,"无",1,200,3780,2,19,24.66,1890,12.33,9.5,153.284671532847,"芳华路",84,190510,84,692,1089.85,2267.97619047619,12.9744047619048,8.23809523809524,174.80387209249
"江桥二村",7.50646293728578,"无",1,370,4050,2,12,29.4,2025,14.7,6,137.755102040816,"丰庄",39,82387,39,362,496.95,2112.48717948718,12.7423076923077,9.28205128205128,165.785290270651
"真南路895弄",4.50226958163083,"无",1,270,4050,2,43,22.5,2025,11.25,21.5,180,"祁连山路",42,84460,42,783,511.99,2010.95238095238,12.1902380952381,18.6428571428571,164.964159456239
"南新三村",13.009530646434,"无",1,200,2060,1,6,13.84,2060,13.84,6,148.843930635838,"锦绣路",98,230198,98,1000,1274.52,2348.95918367347,13.005306122449,10.2040816326531,180.615447384113
"桃浦五村杜鹃苑",6.50466849139581,"无",1,400,4550,2,12,30.7,2275,15.35,6,148.208469055375,"桃浦新村",80,155370,80,889,1022.27,1942.125,12.778375,11.1125,151.985287644164
"绿地海域苏河源(一期)",11.7196779266284,"无",1,160,8680,7,118,79.9,1240,11.4142857142857,16.8571428571429,108.635794743429,"",8594,NA,8594,167157,99323.31,NA,11.5572853153363,19.4504305329299,NA
"绿庭尚城",7.67472303912136,"无",5,164,10680,6,105,64.9,1780,10.8166666666667,17.5,164.560862865948,"九亭",125,244200,125,1612,1602.8,1953.6,12.8224,12.896,152.358372847517
"罗阳二村",13.0090406159367,"无",1,130,1790,1,6,9.5,1790,9.5,6,188.421052631579,"莲花路",62,153360,62,598,858.5,2473.54838709677,13.8467741935484,9.64516129032258,178.63715783343
"浦江馨都",7.75765929283367,"无",1,170,5430,4,38,40.7,1357.5,10.175,9.5,133.415233415233,"浦航路",13,17690,13,137,136.85,1360.76923076923,10.5269230769231,10.5384615384615,129.265619291195
"小上海新城",9.50437781915712,"无",1,100,9980,6,64,71.4,1663.33333333333,11.9,10.6666666666667,139.775910364146,"",8594,NA,8594,167157,99323.31,NA,11.5572853153363,19.4504305329299,NA
"浦江丽都",3.00950989249266,"无",1,160,2920,2,12,25.4,1460,12.7,6,114.96062992126,"闵瑞路",7,10310,7,58,76.5,1472.85714285714,10.9285714285714,8.28571428571429,134.771241830065
"金诚花园",7.50807551355274,"无",1,100,5860,2,36,22.97,2930,11.485,18,255.115367871136,"宜山路",24,71848,24,293,312.66,2993.66666666667,13.0275,12.2083333333333,229.795944476428
"书香名第",8.59878900576576,"无",2,415,27500,10,70,132.7,2750,13.27,7,207.23436322532,"中山公园",33,81729,33,706,409.25,2476.63636363636,12.4015151515152,21.3939393939394,199.704337202199
"达安花园",11.6055273704358,"无",1,10,13639,5,147,70,2727.8,14,29.4,194.842857142857,"武宁路",22,65308,22,428,316.11,2968.54545454545,14.3686363636364,19.4545454545455,206.598968713423
"张杨路370弄",13.0106573163773,"无",1,370,3030,1,5,10,3030,10,5,303,"商城路",36,110269,36,645,408.15,3063.02777777778,11.3375,17.9166666666667,270.16783045449
"欧四小区",5.99250886232673,"无",1,200,7780,3,18,32.63,2593.33333333333,10.8766666666667,6,238.430891817346,"曲阳路",20,56100,20,219,219.27,2805,10.9635,10.95,255.848953345191
"光复西路145弄",13.0117090044447,"无",1,230,5980,2,12,26.4,2990,13.2,6,226.515151515152,"镇坪路",32,101450,32,599,409.58,3170.3125,12.799375,18.71875,247.69275843547
"绿洲城市花园",11.511343882633,"无",1,100,7250,2,21,25.2,3625,12.6,10.5,287.698412698413,"长寿路",30,86490,30,568,366.75,2883,12.225,18.9333333333333,235.828220858896
"紫逸佳苑",5.00507861034048,"无",1,240,5520,2,34,30.13,2760,15.065,17,183.206106870229,"江湾镇",57,145767,57,601,782.15,2557.31578947368,13.7219298245614,10.5438596491228,186.367065140958
"锦绣华庭",12.9964188232296,"无",2,450,18210,6,96,81,3035,13.5,16,224.814814814815,"蓝村路",21,63150,21,227,282.85,3007.14285714286,13.4690476190476,10.8095238095238,223.263213717518
"天池二村",12.9727336510906,"无",1,400,2960,1,6,9.6,2960,9.6,6,308.333333333333,"锦绣路",98,230198,98,1000,1274.52,2348.95918367347,13.005306122449,10.2040816326531,180.615447384113
"海桐小区",9.00842375960891,"无",2,455,5990,2,12,20.6,2995,10.3,6,290.776699029126,"龙阳路",64,167219,64,730,801.82,2612.796875,12.5284375,11.40625,208.549300341723
"新泾五村",7.51158331345353,"无",1,200,3029,2,20,24.07,1514.5,12.035,10,125.84129621936,"淞虹路",28,70948,28,193,336.9,2533.85714285714,12.0321428571429,6.89285714285714,210.590679726922
"万景园",16.0110067220133,"无",1,230,9270,3,33,47.9,3090,15.9666666666667,11,193.528183716075,"祁连山南路",63,152148,63,554,776.71,2415.04761904762,12.3287301587302,8.79365079365079,195.887783085064
"韵都城",11.4681384838248,"无",2,320,5420,2,33,24.9,2710,12.45,16.5,217.670682730924,"延吉中路",7,20590,7,109,87.3,2941.42857142857,12.4714285714286,15.5714285714286,235.853379152348
"九茂小区",7.99655091607736,"无",1,130,5980,2,13,23.6,2990,11.8,6.5,253.389830508475,"长寿路",30,86490,30,568,366.75,2883,12.225,18.9333333333333,235.828220858896
"阳光前景",9.97170421152203,"无",2,215,5480,2,64,20.5,2740,10.25,32,267.317073170732,"国际客运中心",11,29188,11,274,155.4,2653.45454545455,14.1272727272727,24.9090909090909,187.824967824968
"绿地名人坊",7.00225690270602,"无",1,200,6980,2,36,24.5,3490,12.25,18,284.897959183673,"小南门",29,89177,29,795,363.2,3075.06896551724,12.5241379310345,27.4137931034483,245.531387665198
"许昌路1350弄",13.0073559718055,"无",1,400,3090,1,7,12.7,3090,12.7,7,243.307086614173,"江浦路",19,51240,19,211,240.08,2696.84210526316,12.6357894736842,11.1052631578947,213.428857047651
"政通路100弄",12.0023216587471,"无",1,500,3260,1,7,14,3260,14,7,232.857142857143,"江湾体育场",17,44780,17,175,217.5,2634.11764705882,12.7941176470588,10.2941176470588,205.885057471264
"新文化花园新秀居",9.00909469105855,"无",1,230,4780,2,34,33.4,2390,16.7,17,143.11377245509,"二纬路",8,15870,8,110,108.2,1983.75,13.525,13.75,146.672828096118
"五山花园",9.0055369046358,"无",2,135,8870,4,40,35.87,2217.5,8.9675,10,247.281851129077,"五山",15,29990,15,379,146.45,1999.33333333333,9.76333333333333,25.2666666666667,204.77978832366
"丽江花园丽波楼",4.50058605086817,"无",1,200,5130,4,36,31.5,1282.5,7.875,9,162.857142857143,"南浦",22,28140,22,202,208.8,1279.09090909091,9.49090909090909,9.18181818181818,134.770114942529
"丽江花园康城居",13.0080983089104,"无",1,300,1290,1,9,6.2,1290,6.2,9,208.064516129032,"南浦",22,28140,22,202,208.8,1279.09090909091,9.49090909090909,9.18181818181818,134.770114942529
"嘉怡苑",5.00140862786292,"无",1,100,5610,3,78,32.67,1870,10.89,26,171.717171717172,"",8594,NA,8594,167157,99323.31,NA,11.5572853153363,19.4504305329299,NA
"富力御龙庭",6.50705571636558,"无",1,170,8740,4,110,37.75,2185,9.4375,27.5,231.523178807947,"黄花岗",13,27700,13,337,127.24,2130.76923076923,9.78769230769231,25.9230769230769,217.69883684376
"世纪广场",9.12635872532855,"无",1,200,17220,8,254,79.6,2152.5,9.95,31.75,216.331658291457,"陈家祠",19,41390,19,506,188.14,2178.42105263158,9.90210526315789,26.6315789473684,219.995747847348
"半山雍景苑",8.50421782960632,"无",1,170,4090,2,26,19.88,2045,9.94,13,205.734406438632,"五山",15,29990,15,379,146.45,1999.33333333333,9.76333333333333,25.2666666666667,204.77978832366
"金丰花园",8.25003369656253,"无",1,170,15600,8,75,96.23,1950,12.02875,9.375,162.111607606775,"孖岭",55,112294,55,634,636.06,2041.70909090909,11.5647272727273,11.5272727272727,176.54623777631
"双城世纪",11.0001602877663,"无",1,20,1589,2,58,16.6,794.5,8.3,29,95.722891566265,"",8594,NA,8594,167157,99323.31,NA,11.5572853153363,19.4504305329299,NA
"长城花园",6.16962704321025,"无",3,60,10028,6,96,83.45,1671.33333333333,13.9083333333333,16,120.16776512882,"黄木岗",21,38887,21,295,233.35,1851.7619047619,11.1119047619048,14.047619047619,166.646668095136
"深航假日名居",7.10736078386904,"无",1,460,18980,9,245,118.2,2108.88888888889,13.1333333333333,27.2222222222222,160.575296108291,"宝安",19,39849,19,482,225.1,2097.31578947368,11.8473684210526,25.3684210526316,177.027987561084
"润丰园",13.0015229795708,"无",1,300,2690,1,27,12.7,2690,12.7,27,211.811023622047,"",8594,NA,8594,167157,99323.31,NA,11.5572853153363,19.4504305329299,NA
"诺德假日花园",7.44263095413553,"无",3,206.666666666667,17428,9,176,106.43,1936.44444444444,11.8255555555556,19.5555555555556,163.750822136616,"",8594,NA,8594,167157,99323.31,NA,11.5572853153363,19.4504305329299,NA
"王庄路15号院",15.4785037115078,"无",1,900,24450,6,36,67.8,4075,11.3,6,360.619469026549,"清华东路西口",28,106810,28,237,332.09,3814.64285714286,11.8603571428571,8.46428571428571,321.629678701557
"三源里街",13.6531030959328,"无",2,785,79770,23,164,299.8,3468.26086956522,13.0347826086957,7.1304347826087,266.077384923282,"三元桥",118,412034,118,1569,1465.85,3491.81355932203,12.4224576271186,13.2966101694915,281.088788075178
"塔院小区",4.29279116848001,"无",1,670,25160,7,70,80.39,3594.28571428571,11.4842857142857,10,312.974250528673,"西土城",71,243971,71,888,846.91,3436.21126760563,11.9283098591549,12.5070422535211,288.071932082512
"三里河东路7号院",13.0451017402333,"无",1,700,3590,1,6,8.7,3590,8.7,6,412.64367816092,"阜成门",76,279375,76,835,974.21,3675.98684210526,12.8185526315789,10.9868421052632,286.770819433182
"裕瑞轩",13.0181445918205,"无",1,170,3660,1,15,9,3660,9,15,406.666666666667,"林萃桥",24,81840,24,334,338,3410,14.0833333333333,13.9166666666667,242.130177514793
"香河园中里",17.3594563760014,"无",2,300,43139,13,108,143.9,3318.38461538462,11.0692307692308,8.30769230769231,299.784572619875,"柳芳",119,411227,119,1114,1422.6,3455.68907563025,11.9546218487395,9.36134453781513,289.067200899761
"政馨园三区",7.20392073279398,"无",1,30,13299,5,100,72.2,2659.8,14.44,20,184.196675900277,"宋家庄",69,182686,69,1213,816.03,2647.6231884058,11.8265217391304,17.5797101449275,223.87167138463
"仓南胡同12号院",13.0116815518753,"无",1,170,3330,1,6,9.7,3330,9.7,6,343.298969072165,"朝阳门",64,220446,64,677,754.28,3444.46875,11.785625,10.578125,292.260168637641
"烟树园",19.0371092369407,"无",1,240,6190,2,22,16.3,3095,8.15,11,379.754601226994,"火器营",38,118200,38,571,429.42,3110.52631578947,11.3005263157895,15.0263157894737,275.254995109683
"翠微南里",7.34274354614593,"无",2,135,9840,3,30,35.55,3280,11.85,10,276.793248945148,"万寿路",50,145815,50,358,620.37,2916.3,12.4074,7.16,235.045214952367
"安慧北里秀园",7.63398852735632,"无",1,100,33150,11,66,109.95,3013.63636363636,9.99545454545455,6,301.50068212824,"安立路",136,461188,136,2538,1761.58,3391.08823529412,12.9527941176471,18.6617647058824,261.803608124525
"天通苑本三区",6.70670694264411,"无",1,2791,22248,10,119,167.24,2224.8,16.724,11.9,133.030375508252,"天通苑南",253,645479,253,2602,4059.92,2551.30039525692,16.0471146245059,10.2845849802372,158.988108140062
"花家地北里",14.4993804036743,"无",1,170,12930,4,48,46.6,3232.5,11.65,12,277.467811158798,"阜通",87,306648,87,NA,1148.06,3524.68965517241,13.196091954023,NA,267.101022594638
"中堂",10.272669232848,"无",1,2511,12137,7,180,103.1,1733.85714285714,14.7285714285714,25.7142857142857,117.720659553831,"大井",119,282155,119,2145,1590.27,2371.05042016807,13.3636134453782,18.0252100840336,177.425845925535
"常营民族家园",8.28543280966284,"无",1,200,38420,14,82,189.74,2744.28571428571,13.5528571428571,5.85714285714286,202.487614630547,"黄渠",106,288326,106,1517,1413.2,2720.05660377358,13.3320754716981,14.311320754717,204.023492782338
"鼎晟国际",9.01610867755833,"无",1,70,1960,1,11,11.9,1960,11.9,11,164.705882352941,"通州北苑",156,331308,156,2365,2019.17,2123.76923076923,12.9433974358974,15.1602564102564,164.081280922359
"惠润家园小区二地块",13.0216227029071,"无",1,170,1530,1,25,8.06,1530,8.06,25,189.826302729529,"栗园庄",14,25210,14,355,180.17,1800.71428571429,12.8692857142857,25.3571428571429,139.923405672421
"临镜苑",12.996864963069,"无",1,40,1730,1,6,11.8,1730,11.8,6,146.610169491525,"桥户营",29,47270,29,266,362.23,1630,12.4906896551724,9.17241379310345,130.497197912928
"知春路52号院",6.12688297927774,"无",1,140,29620,7,98,87.1,4231.42857142857,12.4428571428571,14,340.068886337543,"知春路",103,419877,103,2005,1261.29,4076.47572815534,12.2455339805825,19.4660194174757,332.894893323502
"石灰桥新村",7.00597735265799,"无",1,560,6270,3,19,37.81,2090,12.6033333333333,6.33333333333333,165.829145728643,"沈塘桥",83,164790,83,840,952.71,1985.42168674699,11.4784337349398,10.1204819277108,172.969738955191
"天元吉第城",4.49937776989338,"无",1,60,4830,4,22,57.2,1207.5,14.3,5.5,84.4405594405594,"龙眠大道",52,57620,52,622,595.08,1108.07692307692,11.4438461538462,11.9615384615385,96.8273173354843
"花园路7号",11.9990078221758,"无",1,240,1830,1,7,10.9,1830,10.9,7,167.889908256881,"蒋王庙站",5,6900,5,35,50.6,1380,10.12,7,136.363636363636
"城开家园",11.9973608815974,"无",1,230,2390,1,16,14.8,2390,14.8,16,161.486486486486,"明故宫",43,NA,43,297,548.38,NA,12.753023255814,6.90697674418605,NA
"天正天御溪岸A区",8.99793854664321,"无",1,200,1490,1,24,12,1490,12,24,124.166666666667,"南京交院",19,22920,19,281,215.3,1206.31578947368,11.3315789473684,14.7894736842105,106.456107756619
"和平小区",14.8342913023318,"无",2,130,12180,6,42,75.5,2030,12.5833333333333,7,161.324503311258,"打铁关",33,69740,33,394,421.89,2113.33333333333,12.7845454545455,11.9393939393939,165.303752162886
"近江家园六园",13.6055908106499,"无",1,270,11200,5,53,55.9,2240,11.18,10.6,200.357781753131,"近江",24,54120,24,195,283.5,2255,11.8125,8.125,190.899470899471
"府新花园西区",12.0079360293155,"无",1,200,2190,1,6,14,2190,14,6,156.428571428571,"文新",55,108890,55,331,690.73,1979.81818181818,12.5587272727273,6.01818181818182,157.644810562738
"东旺公寓",15.3464505072048,"无",1,370,8610,3,17,44.7,2870,14.9,5.66666666666667,192.61744966443,"真北路",19,52000,19,230,262.46,2736.84210526316,13.8136842105263,12.1052631578947,198.125428636745
"东海柠檬郡",7.72614661061528,"无",1,70,16990,11,328,127.9,1544.54545454545,11.6272727272727,29.8181818181818,132.838154808444,"金沙湖",53,91020,53,1367,613.5,1717.35849056604,11.5754716981132,25.7924528301887,148.361858190709
"梅陇路394弄",11.0057919437383,"无",1,170,4920,2,12,28.7,2460,14.35,6,171.428571428571,"锦江乐园",42,93298,42,490,511.25,2221.38095238095,12.172619047619,11.6666666666667,182.489975550122
"春江花悦园",3.00216243357915,"无",1,200,8930,4,49,49.4,2232.5,12.35,12.25,180.769230769231,"杨高北路",38,76429,38,344,473.66,2011.28947368421,12.4647368421053,9.05263157894737,161.358358316092
"聚龙家园",4.00005151823321,"无",3,210,15230,7,42,90.1,2175.71428571429,12.8714285714286,6,169.034406215316,"龙阳路",64,167219,64,730,801.82,2612.796875,12.5284375,11.40625,208.549300341723
"恒大华城新华苑",6.20622721293127,"无",3,380,10720,5,30,56.17,2144,11.234,6,190.849207762151,"杨思",36,78917,36,266,475.18,2192.13888888889,13.1994444444444,7.38888888888889,166.078117765899
"崇文路1855号",4.00500567522268,"无",2,520,12510,6,60,77.5,2085,12.9166666666667,10,161.41935483871,"嘉定新城",57,102010,57,1220,772.83,1789.64912280702,13.5584210526316,21.4035087719298,131.995393553563
"梧桐城邦(二期)",15.32329578665,"无",1,200,29580,12,82,173.9,2465,14.4916666666667,6.83333333333333,170.0977573318,"大场镇",66,143217,66,602,865.88,2169.95454545455,13.1193939393939,9.12121212121212,165.40051739271
"平阳新村四街坊",6.12707972583982,"无",1,660,16820,8,48,87.29,2102.5,10.91125,6,192.691029900332,"顾戴路",24,51069,24,140,286.08,2127.875,11.92,5.83333333333333,178.513003355705
"都市富苑",12.0298941031043,"无",1,130,1560,1,11,15.2,1560,15.2,11,102.631578947368,"北桥",3,4180,3,31,34.5,1393.33333333333,11.5,10.3333333333333,121.159420289855
"玉兰小区",12.0001015414776,"无",1,170,5750,3,18,33.4,1916.66666666667,11.1333333333333,6,172.155688622754,"芳华路",84,190510,84,692,1089.85,2267.97619047619,12.9744047619048,8.23809523809524,174.80387209249
"久业家苑",7.50120179701459,"无",1,200,4620,2,11,24.5,2310,12.25,5.5,188.571428571429,"赤峰路",12,26718,12,142,146.21,2226.5,12.1841666666667,11.8333333333333,182.737158881061
"申泉花苑",5.00044128213216,"无",1,10,69,1,6,11.1,69,11.1,6,6.21621621621622,"大场镇",66,143217,66,602,865.88,2169.95454545455,13.1193939393939,9.12121212121212,165.40051739271
"丰翔新城",7.67006603809235,"无",1,270,9190,6,143,69.9,1531.66666666667,11.65,23.8333333333333,131.473533619456,"祁华路",72,125240,72,839,892.73,1739.44444444444,12.3990277777778,11.6527777777778,140.288777121862
"共富二村",4.38020120706616,"无",3,190,14200,8,35,98.4,1775,12.3,4.375,144.308943089431,"共富新村",56,97898,56,357,690.05,1748.17857142857,12.3223214285714,6.375,141.870878921817
"东苑怡景园",10.2874582174519,"无",1,200,16950,7,119,96.16,2421.42857142857,13.7371428571429,17,176.268718801997,"东兰路",68,166888,68,657,875.51,2454.23529411765,12.8751470588235,9.66176470588235,190.618039771105
"汤巷馨村(二期)",12.7485216359677,"无",1,170,7930,4,32,59,1982.5,14.75,8,134.406779661017,"秀沿路",36,59899,36,336,445.86,1663.86111111111,12.385,9.33333333333333,134.344861615754
"汇郡海棠苑",12.0069465124276,"无",1,160,1890,1,18,13.4,1890,13.4,18,141.044776119403,"五洲大道",24,45190,24,253,289.56,1882.91666666667,12.065,10.5416666666667,156.064373532256
"景舒苑十村东区",12.0076749261441,"无",1,170,1760,1,10,15,1760,15,10,117.333333333333,"联航路",59,95830,59,499,717.84,1624.23728813559,12.1667796610169,8.45762711864407,133.497715368327
"浦发春晖新苑",15.9888065188985,"无",1,340,7069,5,75,60.79,1413.8,12.158,15,116.28557328508,"航津路",44,73035,44,608,536.93,1659.88636363636,12.2029545454545,13.8181818181818,136.023317750917
"氯碱小区",6.00757829466904,"无",1,100,2680,2,12,23.17,1340,11.585,6,115.666810530859,"",8594,NA,8594,167157,99323.31,NA,11.5572853153363,19.4504305329299,NA
"玉兰二村",12.0149722632159,"无",1,100,1230,1,6,12.2,1230,12.2,6,100.819672131148,"安亭",42,57810,42,422,539.19,1376.42857142857,12.8378571428571,10.047619047619,107.216380125744
"康泰公寓",3.00239993050281,"无",1,200,6050,2,36,27.1,3025,13.55,18,223.247232472325,"金沙江路",13,34359,13,202,161,2643,12.3846153846154,15.5384615384615,213.409937888199
"西雅图嘉萱苑",12.0128058209712,"无",1,300,3190,1,24,15,3190,15,24,212.666666666667,"漕宝路",32,89369,32,668,401.6,2792.78125,12.55,20.875,222.532370517928
"金中苑",10.2536050087531,"无",1,200,11800,4,97,50.7,2950,12.675,24.25,232.741617357002,"西藏南路",22,70950,22,533,248.2,3225,11.2818181818182,24.2272727272727,285.858178887994
"冠生园路237弄",12.0108691591218,"无",1,430,3090,1,6,14.9,3090,14.9,6,207.38255033557,"上海南站",23,48816,23,183,280.54,2122.4347826087,12.1973913043478,7.95652173913043,174.007271690312
"车站新村(普陀)",7.66032255023994,"无",1,200,7280,3,42,41.9,2426.66666666667,13.9666666666667,14,173.747016706444,"上海西站",81,203318,81,960,1089.84,2510.0987654321,13.4548148148148,11.8518518518519,186.557659839977
"锦绣天第花园",12.0099520389129,"无",1,200,3690,1,10,14.5,3690,14.5,10,254.48275862069,"蓝村路",21,63150,21,227,282.85,3007.14285714286,13.4690476190476,10.8095238095238,223.263213717518
