"community_name" "community_other_price" "community_other_num" "community_other_floor" "community_other_area" "community_average_price" "community_average_area" "community_average_floor" "community_average_AreaPrice" "business_district" "business_district_sales_num" "business_district_other_price" "business_district_other_num" "business_district_other_floor" "business_district_other_area" "business_district_average_price" "business_district_average_area" "business_district_average_floor" "business_district_average_AreaPrice"
"6413" "管庄新村" 10300 5 90 60.55 2060 12.11 18 170.107349298101 "管庄" 91 222300 91 1694 1182.27 2442.85714285714 12.991978021978 18.6153846153846 188.02811540511
"6414" "金色漫香林一期" 4320 2 13 26.1 2160 13.05 6.5 165.51724137931 "" 5904 10076530 5904 115186 68278.74 1706.72933604336 11.5648272357724 19.5098238482385 147.57931971211
"6415" "杨庄小区" 8710 4 24 55.51 2177.5 13.8775 6 156.908665105386 "古城" 87 208670 87 913 1061.46 2398.50574712644 12.2006896551724 10.4942528735632 196.587718802404
"6416" "金家村288号院" 2090 1 22 11 2090 11 22 190 "六里桥" 47 130560 47 706 592.51 2777.87234042553 12.6065957446809 15.0212765957447 220.350711380399
"6417" "青塔西里6号院" 1830 1 20 8.4 1830 8.4 20 217.857142857143 "五棵松" 57 152480 57 765 655.87 2675.08771929825 11.5064912280702 13.4210526315789 232.485096131855
"6418" "和平家园小区" 3220 2 18 29.2 1610 14.6 9 110.27397260274 "" 5904 10076530 5904 115186 68278.74 1706.72933604336 11.5648272357724 19.5098238482385 147.57931971211
"6419" "柳岸方园" 1760 1 11 14.5 1760 14.5 11 121.379310344828 "梨园" 99 201540 99 1112 1332.73 2035.75757575758 13.4619191919192 11.2323232323232 151.223428601442
"6420" "观音寺新区" 3760 2 12 24.9 1880 12.45 6 151.004016064257 "黄村西大街" 47 88140 47 425 656.14 1875.31914893617 13.9604255319149 9.04255319148936 134.331087877587
"6421" "仁和花园二区" 6410 4 63 57.3 1602.5 14.325 15.75 111.867364746946 "" 5904 10076530 5904 115186 68278.74 1706.72933604336 11.5648272357724 19.5098238482385 147.57931971211
"6422" "天骄俊园" 2890 2 12 25.2 1445 12.6 6 114.68253968254 "广阳城" 19 31370 19 153 278.57 1651.05263157895 14.6615789473684 8.05263157894737 112.610833901712
"6423" "华英园" 1460 1 7 8 1460 8 7 182.5 "南法信" 6 11260 6 65 87.1 1876.66666666667 14.5166666666667 10.8333333333333 129.276693455798
"6424" "清润家园" 6080 2 40 32.63 3040 16.315 20 186.331596690162 "永泰庄" 148 442150 148 1835 2000.55 2987.5 13.5172297297297 12.3986486486486 221.0142210892
"6425" "宝地园" 3560 2 14 27.1 1780 13.55 7 131.365313653137 "龙江站" 68 113760 68 1307 871.68 1672.94117647059 12.8188235294118 19.2205882352941 130.506607929515
"6426" "饮虹园" 3620 2 14 26.9 1810 13.45 7 134.57249070632 "武定门" 69 103150 69 633 870.53 1494.92753623188 12.6163768115942 9.17391304347826 118.491034197558
"6427" "春天家园" 1160 1 7 8 1160 8 7 145 "大明路" 18 23900 18 317 176.12 1327.77777777778 9.78444444444444 17.6111111111111 135.702929820577
"6428" "月牙湖花园" 1590 1 5 13.6 1590 13.6 5 116.911764705882 "苜蓿园" 16 24720 16 105 195.72 1545 12.2325 6.5625 126.302881667689
"6429" "苏宁雅瑰园" 1490 1 12 8.7 1490 8.7 12 171.264367816092 "龙江站" 68 113760 68 1307 871.68 1672.94117647059 12.8188235294118 19.2205882352941 130.506607929515
"6430" "月苑四村" 4930 4 28 43 1232.5 10.75 7 114.651162790698 "王家湾站" 21 25600 21 192 239.6 1219.04761904762 11.4095238095238 9.14285714285714 106.844741235392
"6431" "开源小区三村" 1360 1 6 11 1360 11 6 123.636363636364 "雨花门" 7 10900 7 82 89.1 1557.14285714286 12.7285714285714 11.7142857142857 122.334455667789
"6432" "蓝岸尚城" 1790 1 12 13.4 1790 13.4 12 133.582089552239 "铁心桥站" 1 1790 1 12 13.4 1790 13.4 12 133.582089552239
"6433" "大地伊丽雅特湾" 3580 3 33 36.5 1193.33333333333 12.1666666666667 11 98.0821917808219 "迈皋桥" 131 176710 131 2157 1558.45 1348.93129770992 11.8965648854962 16.4656488549618 113.388302480028
"6434" "后宰门西村" 3750 2 14 25 1875 12.5 7 150 "明故宫" 38 62880 38 264 471.79 1654.73684210526 12.4155263157895 6.94736842105263 133.279637126688
"6435" "江南青年城楚襄园" 1060 1 6 12.4 1060 12.4 6 85.4838709677419 "" 5904 10076530 5904 115186 68278.74 1706.72933604336 11.5648272357724 19.5098238482385 147.57931971211
"6436" "钱塘大观" 6170 3 67 54 2056.66666666667 18 22.3333333333333 114.259259259259 "中医药大学站" 25 55190 25 448 403.6 2207.6 16.144 17.92 136.744301288404
"6437" "南都花园三区" 1790 1 7 14.2 1790 14.2 7 126.056338028169 "文新" 43 77150 43 267 579.96 1794.18604651163 13.4874418604651 6.2093023255814 133.02641561487
"6438" "望江家园东园" 2230 1 11 13.6 2230 13.6 11 163.970588235294 "婺江路" 26 58750 26 624 306.1 2259.61538461538 11.7730769230769 24 191.930741587716
"6439" "沈塘新村" 1990 1 6 9.43 1990 9.43 6 211.028632025451 "沈塘桥" 56 104600 56 472 586.53 1867.85714285714 10.47375 8.42857142857143 178.336998959985
"6440" "花园北村" 2260 1 5 15.1 2260 15.1 5 149.668874172185 "学院路" 69 133710 69 1235 787.87 1937.82608695652 11.4184057971014 17.8985507246377 169.710739081321
"6441" "荣安望江南" 2190 1 27 10.8 2190 10.8 27 202.777777777778 "滨和路" 117 251520 117 2387 1495.69 2149.74358974359 12.7836752136752 20.4017094017094 168.163188896095
"6442" "多蓝水岸听涛苑" 1530 1 11 15.8 1530 15.8 11 96.8354430379747 "下沙江滨" 91 117860 91 3055 1099.2 1295.16483516484 12.0791208791209 33.5714285714286 107.223435225619
"6443" "之江花园" 2290 1 5 22 2290 22 5 104.090909090909 "中医药大学站" 25 55190 25 448 403.6 2207.6 16.144 17.92 136.744301288404
"6444" "伊萨卡国际城绮风园" 2990 2 68 23.8 1495 11.9 34 125.63025210084 "下沙江滨" 91 117860 91 3055 1099.2 1295.16483516484 12.0791208791209 33.5714285714286 107.223435225619
"6445" "乐淘城" 990 1 11 5.5 990 5.5 11 180 "" 5904 10076530 5904 115186 68278.74 1706.72933604336 11.5648272357724 19.5098238482385 147.57931971211
"6446" "龙湖名景台二期" 1030 1 15 6.5 1030 6.5 15 158.461538461538 "" 5904 10076530 5904 115186 68278.74 1706.72933604336 11.5648272357724 19.5098238482385 147.57931971211
"6447" "保俶路" 3750 2 14 16.82 1875 8.41 7 222.94887039239 "武林门" 7 13610 7 48 70.12 1944.28571428571 10.0171428571429 6.85714285714286 194.095835710211
"6448" "广海花园" 2590 1 6 13.7 2590 13.7 6 189.051094890511 "七宝" 65 146510 65 462 812.6 2254 12.5015384615385 7.10769230769231 180.297809500369
"6449" "虹口嘉苑" 4450 2 34 25.29 2225 12.645 17 175.958877026493 "大柏树" 28 63800 28 259 352.71 2278.57142857143 12.5967857142857 9.25 180.885146437583
"6450" "西凌新邨" 2290 1 7 8 2290 8 7 286.25 "西藏南路" 29 100810 29 732 362.7 3476.20689655172 12.5068965517241 25.2413793103448 277.943203749655
"6451" "新润花苑" 2230 1 5 36.6 2230 36.6 5 60.9289617486339 "华夏东路" 75 126750 75 560 993.82 1690 13.2509333333333 7.46666666666667 127.538185989415
"6452" "成山小区" 2430 1 6 13.8 2430 13.8 6 176.086956521739 "东明路" 13 29860 13 97 153.42 2296.92307692308 11.8015384615385 7.46153846153846 194.629122669795
"6453" "东兰兴城(东兰新村)" 4290 2 12 21.6 2145 10.8 6 198.611111111111 "东兰路" 35 86840 35 330 461.5 2481.14285714286 13.1857142857143 9.42857142857143 188.169014084507
"6454" "城投世纪名城" 2390 1 6 25.9 2390 25.9 6 92.2779922779923 "共康路" 16 34100 16 126 232.14 2131.25 14.50875 7.875 146.894115619885
"6455" "一品新筑苑" 4380 2 32 25.97 2190 12.985 16 168.656141701964 "江湾镇" 32 80790 32 322 444.93 2524.6875 13.9040625 10.0625 181.579124806149
"6456" "岭南苑(凌兆路127弄)" 2590 1 6 15 2590 15 6 172.666666666667 "凌兆新村" 8 18310 8 48 103.6 2288.75 12.95 6 176.737451737452
"6457" "国权北路413弄" 2290 1 6 15.34 2290 15.34 6 149.282920469361 "殷高西路" 68 141650 68 1062 836.83 2083.08823529412 12.3063235294118 15.6176470588235 169.269744153532
"6458" "大华锦绣华城(十九街区)(公寓)" 9200 4 24 51.82 2300 12.955 6 177.537630258587 "锦绣路" 50 111250 50 461 668.79 2225 13.3758 9.22 166.345190568041
"6459" "金沙嘉苑" 2360 1 12 16.67 2360 16.67 12 141.571685662867 "丰庄" 17 38000 17 198 222.17 2235.29411764706 13.0688235294118 11.6470588235294 171.040194445695
"6460" "三花现代城(三期金兰苑)" 2230 1 18 12.6 2230 12.6 18 176.984126984127 "殷高西路" 68 141650 68 1062 836.83 2083.08823529412 12.3063235294118 15.6176470588235 169.269744153532
"6461" "小上海新城" 4740 3 39 35.1 1580 11.7 13 135.042735042735 "" 5904 10076530 5904 115186 68278.74 1706.72933604336 11.5648272357724 19.5098238482385 147.57931971211
"6462" "罗阳七村" 2190 1 6 13.3 2190 13.3 6 164.661654135338 "莲花路" 47 108400 47 433 600.86 2306.3829787234 12.7842553191489 9.21276595744681 180.408081749492
"6463" "国和二村" 2090 1 6 9.4 2090 9.4 6 222.340425531915 "市光路" 10 24910 10 204 132.8 2491 13.28 20.4 187.575301204819
"6464" "齐宏苑" 2030 1 13 9.2 2030 9.2 13 220.652173913043 "杨高南路" 22 50170 22 216 269.95 2280.45454545455 12.2704545454545 9.81818181818182 185.849231339137
"6465" "海枫大楼" 2130 1 18 13.1 2130 13.1 18 162.595419847328 "大柏树" 28 63800 28 259 352.71 2278.57142857143 12.5967857142857 9.25 180.885146437583
"6466" "东方康安家园" 1860 1 28 12 1860 12 28 155 "芦恒路" 16 29140 16 279 210.52 1821.25 13.1575 17.4375 138.419152574577
"6467" "崮山小区四街坊" 4120 2 12 21.8 2060 10.9 6 188.990825688073 "德平路" 28 62420 28 197 325.8 2229.28571428571 11.6357142857143 7.03571428571429 191.58993247391
"6468" "中环和润苑" 2090 1 30 8 2090 8 30 261.25 "爱国路" 8 20000 8 137 92.3 2500 11.5375 17.125 216.684723726977
"6469" "巴黎之春" 16990 7 108 103.4 2427.14285714286 14.7714285714286 15.4285714285714 164.31334622824 "上海西站" 40 97830 40 493 545.33 2445.75 13.63325 12.325 179.395962078008
"6470" "江杨名苑" 2190 1 6 14.3 2190 14.3 6 153.146853146853 "江湾镇" 32 80790 32 322 444.93 2524.6875 13.9040625 10.0625 181.579124806149
"6471" "浦江颐城(公寓)" 6610 3 21 55.8 2203.33333333333 18.6 7 118.458781362007 "浦江镇" 28 54020 28 141 471.48 1929.28571428571 16.8385714285714 5.03571428571429 114.575379655553
"6472" "大上海国际花园十六区" 13290 5 36 66.5 2658 13.3 7.2 199.84962406015 "合川路" 20 49200 20 143 243.87 2460 12.1935 7.15 201.7468323287
"6473" "象屿郦庭" 2130 1 13 12.78 2130 12.78 13 166.666666666667 "殷高西路" 68 141650 68 1062 836.83 2083.08823529412 12.3063235294118 15.6176470588235 169.269744153532
"6474" "好世鹿鸣苑" 1760 1 17 11.6 1760 11.6 17 151.724137931034 "莘庄" 83 175030 83 986 1017.47 2108.79518072289 12.2586746987952 11.8795180722892 172.024728001808
"6475" "金桂苑(浦东)" 1690 1 19 10 1690 10 19 169 "三林东" 42 78970 42 479 457.8 1880.2380952381 10.9 11.4047619047619 172.498907820009
"6476" "和憬家园" 6970 4 56 61.3 1742.5 15.325 14 113.703099510604 "华夏东路" 75 126750 75 560 993.82 1690 13.2509333333333 7.46666666666667 127.538185989415
"6477" "御景华庭" 7420 4 72 57.7 1855 14.425 18 128.596187175043 "华夏东路" 75 126750 75 560 993.82 1690 13.2509333333333 7.46666666666667 127.538185989415
"6478" "闵浦新苑六村" 3020 2 12 25.8 1510 12.9 6 117.054263565891 "三鲁公路" 10 14260 10 92 125.26 1426 12.526 9.2 113.843206131247
"6479" "中泰公寓" 6750 2 40 28.2 3375 14.1 20 239.36170212766 "新闸路" 5 17590 5 133 71.8 3518 14.36 26.6 244.986072423398
"6480" "盛逸公寓" 3790 1 16 13.53 3790 13.53 16 280.118255728012 "塘桥" 32 90980 32 605 380.66 2843.125 11.895625 18.90625 239.005937056691
"6481" "西雅图嘉萱苑" 6280 2 48 27 3140 13.5 24 232.592592592593 "漕宝路" 30 87430 30 512 382.3 2914.33333333333 12.7433333333333 17.0666666666667 228.694742348941
"6482" "凯旋华庭" 7060 1 25 11.7 7060 11.7 25 603.418803418803 "上海西站" 40 97830 40 493 545.33 2445.75 13.63325 12.325 179.395962078008
"6483" "伊犁小区" 6390 2 10 22.2 3195 11.1 5 287.837837837838 "伊犁路" 13 36080 13 101 166 2775.38461538462 12.7692307692308 7.76923076923077 217.349397590361
"6484" "新华苑" 2630 1 24 8.3 2630 8.3 24 316.867469879518 "虹桥路" 25 76760 25 405 304.13 3070.4 12.1652 16.2 252.392069180942
"6485" "大唐盛世花园" 3060 1 18 14.5 3060 14.5 18 211.034482758621 "龙阳路" 36 84490 36 449 425.07 2346.94444444444 11.8075 12.4722222222222 198.767261862752
"6486" "绿洲湖畔花园" 3090 1 27 15.72 3090 15.72 27 196.564885496183 "真北路" 19 49920 19 213 254.16 2627.36842105263 13.3768421052632 11.2105263157895 196.411709159585
"6487" "崂山二村" 2660 1 6 10.6 2660 10.6 6 250.943396226415 "浦东大道" 15 45560 15 127 184.5 3037.33333333333 12.3 8.46666666666667 246.937669376694
"6488" "滨江大楼" 5820 2 30 28 2910 14 15 207.857142857143 "塘桥" 32 90980 32 605 380.66 2843.125 11.895625 18.90625 239.005937056691
"6489" "东园二村" 3460 1 7 15.2 3460 15.2 7 227.631578947368 "东昌路" 9 26740 9 54 102.5 2971.11111111111 11.3888888888889 6 260.878048780488
"6490" "宜德苑" 9910 3 54 38.04 3303.33333333333 12.68 18 260.515247108307 "宜山路" 21 64070 21 327 264.15 3050.95238095238 12.5785714285714 15.5714285714286 242.551580541359
"6491" "建设新苑" 8110 3 24 41.6 2703.33333333333 13.8666666666667 8 194.951923076923 "爱国路" 8 20000 8 137 92.3 2500 11.5375 17.125 216.684723726977
"6492" "明佳苑" 3490 1 6 18.6 3490 18.6 6 187.634408602151 "上海游泳馆" 7 20910 7 155 85 2987.14285714286 12.1428571428571 22.1428571428571 246
"6493" "华安公寓(浦东)" 4780 2 14 35 2390 17.5 7 136.571428571429 "芳华路" 64 138990 64 495 865.33 2171.71875 13.52078125 7.734375 160.620803624051
"6494" "星海大厦" 3360 1 24 11.2 3360 11.2 24 300 "江宁路地铁站" 18 58030 18 413 254.12 3223.88888888889 14.1177777777778 22.9444444444444 228.356681882575
"6495" "嘉海雅苑" 1490 1 21 12.5 1490 12.5 21 119.2 "" 5904 10076530 5904 115186 68278.74 1706.72933604336 11.5648272357724 19.5098238482385 147.57931971211
"6496" "月浦六村" 990 1 6 6.6 990 6.6 6 150 "江杨北路" 34 49410 34 529 402.1 1453.23529411765 11.8264705882353 15.5588235294118 122.87988062671
"6497" "鲁陈路3955弄" 1430 1 6 14.3 1430 14.3 6 100 "浦江镇" 28 54020 28 141 471.48 1929.28571428571 16.8385714285714 5.03571428571429 114.575379655553
"6498" "汇延路59弄" 1390 1 15 16.5 1390 16.5 15 84.2424242424242 "汇臻路" 26 30300 26 465 292.48 1165.38461538462 11.2492307692308 17.8846153846154 103.596827133479
"6499" "菊泉小区" 1230 1 6 13.2 1230 13.2 6 93.1818181818182 "顾村公园" 34 48530 34 392 400.13 1427.35294117647 11.7685294117647 11.5294117647059 121.28558218579
"6500" "绿地璀璨天城" 1290 1 24 12.88 1290 12.88 24 100.155279503106 "文井路" 9 9830 9 195 79.97 1092.22222222222 8.88555555555556 21.6666666666667 122.921095410779
"6501" "华城领秀睦华里" 3320 2 42 23.25 1660 11.625 21 142.795698924731 "人民医院" 14 21690 14 141 194.12 1549.28571428571 13.8657142857143 10.0714285714286 111.735009272615
"6502" "华荟明苑" 2960 2 12 25.1 1480 12.55 6 117.92828685259 "洛溪" 38 49840 38 250 399.7 1311.57894736842 10.5184210526316 6.57894736842105 124.693520140105
"6503" "新世界逸彩庭园E区" 1590 1 20 10 1590 10 20 159 "滘口" 30 48910 30 784 337.51 1630.33333333333 11.2503333333333 26.1333333333333 144.914224763711
"6504" "南粤阁" 6660 4 120 28.04 1665 7.01 30 237.517831669044 "广州东站" 18 34640 18 500 188.83 1924.44444444444 10.4905555555556 27.7777777777778 183.445427103744
"6505" "东山领汇广场" 4990 2 72 19.2 2495 9.6 36 259.895833333333 "杨箕" 20 46540 20 654 180.26 2327 9.013 32.7 258.182625097082
"6506" "华景新城逸晖居" 1760 1 31 9.51 1760 9.51 31 185.068349106204 "华师" 48 90820 48 1272 492.02 1892.08333333333 10.2504166666667 26.5 184.585992439332
"6507" "嘉鸿花园" 3350 2 24 20.2 1675 10.1 12 165.841584158416 "东晓南" 22 35320 22 556 187.5 1605.45454545455 8.52272727272727 25.2727272727273 188.373333333333
"6508" "西关大厦" 3890 2 40 20.9 1945 10.45 20 186.124401913876 "一德路" 4 8610 4 90 51.1 2152.5 12.775 22.5 168.493150684931
"6509" "峻林" 4220 2 100 18.84 2110 9.42 50 223.991507430998 "广州东站" 18 34640 18 500 188.83 1924.44444444444 10.4905555555556 27.7777777777778 183.445427103744
"6510" "富力东山新天地" 9160 4 168 32.09 2290 8.0225 42 285.447179806793 "杨箕" 20 46540 20 654 180.26 2327 9.013 32.7 258.182625097082
"6511" "珠江帝景苑倚泓轩" 2690 1 13 20 2690 20 13 134.5 "广州塔" 4 8730 4 62 54.9 2182.5 13.725 15.5 159.016393442623
"6512" "粤电花园" 2820 2 18 22.1 1410 11.05 9 127.601809954751 "西场" 13 21420 13 349 141.16 1647.69230769231 10.8584615384615 26.8461538461538 151.742703315387
"6513" "黄石花园江景路" 1920 2 16 13.2 960 6.6 8 145.454545454545 "萧岗" 10 11660 10 106 82.81 1166 8.281 10.6 140.804250694361
"6514" "新世界逸彩庭园F区" 1230 1 19 8.6 1230 8.6 19 143.023255813953 "滘口" 30 48910 30 784 337.51 1630.33333333333 11.2503333333333 26.1333333333333 144.914224763711
"6515" "旭景家园A区" 2880 2 28 21.9 1440 10.95 14 131.506849315069 "黄村" 14 20770 14 226 144.54 1483.57142857143 10.3242857142857 16.1428571428571 143.697246436972
"6516" "集贤苑" 3980 3 33 33.1 1326.66666666667 11.0333333333333 11 120.2416918429 "嘉禾望岗" 44 65850 44 687 444.63 1496.59090909091 10.1052272727273 15.6136363636364 148.100667971122
"6517" "云景花园云桦苑" 8760 5 50 52.28 1752 10.456 10 167.559296097934 "京溪南方医院" 23 39710 23 270 235.29 1726.52173913043 10.23 11.7391304347826 168.770453482936
"6518" "西城花园" 2920 3 25 27.8 973.333333333333 9.26666666666667 8.33333333333333 105.035971223022 "市桥" 29 35550 29 397 357.4 1225.86206896552 12.3241379310345 13.6896551724138 99.4683827644096
"6519" "广州碧桂园雅苑" 4340 4 24 47.5 1085 11.875 6 91.3684210526316 "南浦" 18 22440 18 159 209.7 1246.66666666667 11.65 8.83333333333333 107.010014306152
"6520" "锦绣生态园趣园" 2190 2 12 19.3 1095 9.65 6 113.471502590674 "钟村" 36 49780 36 785 397.01 1382.77777777778 11.0280555555556 21.8055555555556 125.387269842069
"6521" "岭上府" 1330 1 14 12.5 1330 12.5 14 106.4 "宝通寺" 39 49630 39 1286 392.4 1272.5641025641 10.0615384615385 32.974358974359 126.478083588175
"6522" "鸿泰佳园" 1360 1 8 11.3 1360 11.3 8 120.353982300885 "范湖" 22 29900 22 589 256.99 1359.09090909091 11.6813636363636 26.7727272727273 116.346939569633
"6523" "复地东湖国际五期" 1360 1 45 10.5 1360 10.5 45 129.52380952381 "青鱼嘴" 17 24790 17 559 221.13 1458.23529411765 13.0076470588235 32.8823529411765 112.10600099489
"6524" "百瑞景中央生活区四期" 1390 1 34 11.7 1390 11.7 34 118.803418803419 "宝通寺" 39 49630 39 1286 392.4 1272.5641025641 10.0615384615385 32.974358974359 126.478083588175
"6525" "武昌府" 2320 2 64 20.81 1160 10.405 32 111.484863046612 "" 5904 10076530 5904 115186 68278.74 1706.72933604336 11.5648272357724 19.5098238482385 147.57931971211
"6526" "北大资源山水年华" 1130 1 9 14.3 1130 14.3 9 79.020979020979 "" 5904 10076530 5904 115186 68278.74 1706.72933604336 11.5648272357724 19.5098238482385 147.57931971211
"6527" "国粹香舍" 4280 3 46 42.33 1426.66666666667 14.11 15.3333333333333 101.110323647531 "唐家墩" 102 118170 102 4098 1115.21 1158.52941176471 10.933431372549 40.1764705882353 105.962105791734
"6528" "博瑞都市花园" 2750 2 15 32.02 1375 16.01 7.5 85.8838226108682 "东坡路" 24 27760 24 608 317.51 1156.66666666667 13.2295833333333 25.3333333333333 87.4303171553652
"6529" "保利花园一期" 2920 2 27 29.6 1460 14.8 13.5 98.6486486486486 "簇锦" 4 5780 4 53 71.6 1445 17.9 13.25 80.7262569832402
"6530" "新希望锦官阁" 1490 1 30 12.35 1490 12.35 30 120.647773279352 "狮子山" 30 33870 30 911 335.89 1129 11.1963333333333 30.3666666666667 100.836583405282
"6531" "华宇广场" 2450 2 64 27 1225 13.5 32 90.7407407407407 "塔子山公园" 22 23710 22 893 280.04 1077.72727272727 12.7290909090909 40.5909090909091 84.6664762176832
