"community_name" "community_other_price" "community_other_num" "community_other_floor" "community_other_area" "community_average_price" "community_average_area" "community_average_floor" "community_average_AreaPrice" "business_district" "business_district_sales_num" "business_district_other_price" "business_district_other_num" "business_district_other_floor" "business_district_other_area" "business_district_average_price" "business_district_average_area" "business_district_average_floor" "business_district_average_AreaPrice"
"4653" "万科魅力之城" 11440 5 32 60.77 2288 12.154 6.4 188.250781635676 "九和路" 12 18890 12 190 113.8 1574.16666666667 9.48333333333333 15.8333333333333 165.992970123023
"4654" "通协小区" 11660 4 36 41.77 2915 10.4425 9 279.147713670098 "淞虹路" 23 63220 23 158 287.54 2748.69565217391 12.5017391304348 6.8695652173913 219.865062252208
"4655" "世华锦城" 2590 1 18 12.3 2590 12.3 18 210.569105691057 "杨思" 28 65280 28 235 373.27 2331.42857142857 13.3310714285714 8.39285714285714 174.886811155464
"4656" "和达御观邸" 4480 3 93 30.3 1493.33333333333 10.1 31 147.854785478548 "金沙湖" 40 68330 40 1049 471.5 1708.25 11.7875 26.225 144.92046659597
"4657" "丰北二苑" 1690 1 29 12.4 1690 12.4 29 136.290322580645 "飞虹路" 72 124390 72 1323 960.05 1727.63888888889 13.3340277777778 18.375 129.566168428728
"4658" "博三小区" 6210 3 18 31.3 2070 10.4333333333333 6 198.402555910543 "博兴路" 16 36280 16 111 209.28 2267.5 13.08 6.9375 173.35626911315
"4659" "中大丽都" 20680 8 96 131.4 2585 16.425 12 157.38203957382 "五莲路" 22 54840 22 297 305.4 2492.72727272727 13.8818181818182 13.5 179.567779960707
"4660" "东方知音苑" 7110 3 25 31.4 2370 10.4666666666667 8.33333333333333 226.433121019108 "云山路" 13 30040 13 112 167.6 2310.76923076923 12.8923076923077 8.61538461538461 179.236276849642
"4661" "新泾家苑" 7370 3 18 42.65 2456.66666666667 14.2166666666667 6 172.801875732708 "淞虹路" 23 63220 23 158 287.54 2748.69565217391 12.5017391304348 6.8695652173913 219.865062252208
"4662" "三杨新村一街坊" 9580 4 69 41 2395 10.25 17.25 233.658536585366 "杨思" 28 65280 28 235 373.27 2331.42857142857 13.3310714285714 8.39285714285714 174.886811155464
"4663" "金江公寓" 2590 1 19 12.2 2590 12.2 19 212.295081967213 "虹口足球场" 16 43710 16 120 200.58 2731.875 12.53625 7.5 217.918037690697
"4664" "大华锦绣华城(十二街区)" 16580 7 48 97.85 2368.57142857143 13.9785714285714 6.85714285714286 169.443025038324 "锦绣路" 50 111250 50 461 668.79 2225 13.3758 9.22 166.345190568041
"4665" "民欣苑" 2360 1 6 14.9 2360 14.9 6 158.389261744966 "嫩江路" 7 17140 7 66 91.4 2448.57142857143 13.0571428571429 9.42857142857143 187.527352297593
"4666" "天恒名城" 7130 4 49 56.7 1782.5 14.175 12.25 125.749559082892 "颛桥" 32 54050 32 217 421.73 1689.0625 13.1790625 6.78125 128.162568467977
"4667" "振宏小区" 2290 1 6 10.1 2290 10.1 6 226.732673267327 "伊犁路" 13 36080 13 101 166 2775.38461538462 12.7692307692308 7.76923076923077 217.349397590361
"4668" "双桥小区" 7840 4 24 45.06 1960 11.265 6 173.9902352419 "巨峰路" 11 24150 11 88 127.06 2195.45454545455 11.5509090909091 8 190.067684558476
"4669" "瞿二小区" 2360 1 6 13 2360 13 6 181.538461538462 "西藏南路" 29 100810 29 732 362.7 3476.20689655172 12.5068965517241 25.2413793103448 277.943203749655
"4670" "佳泰花园" 4520 2 12 26 2260 13 6 173.846153846154 "黄兴公园" 13 31370 13 144 155.2 2413.07692307692 11.9384615384615 11.0769230769231 202.126288659794
"4671" "中环锦园" 2290 1 28 12.7 2290 12.7 28 180.314960629921 "新村路" 23 57850 23 295 301.88 2515.21739130435 13.1252173913043 12.8260869565217 191.632436729826
"4672" "新里城和合苑" 21310 11 70 128.6 1937.27272727273 11.6909090909091 6.36363636363636 165.707620528771 "高青路" 26 51350 26 211 297.28 1975 11.4338461538462 8.11538461538461 172.732777179763
"4673" "绿地卡米公社" 2330 1 0 17.8 2330 17.8 0 130.898876404494 "嘉定新城" 36 57100 36 839 468.78 1586.11111111111 13.0216666666667 23.3055555555556 121.805537778915
"4674" "韵都城" 7510 3 39 37.3 2503.33333333333 12.4333333333333 13 201.340482573727 "延吉中路" 5 11830 5 63 55 2366 11 12.6 215.090909090909
"4675" "宏明雅舍" 4020 2 12 24.7 2010 12.35 6 162.753036437247 "星中路" 19 45050 19 140 274 2371.05263157895 14.4210526315789 7.36842105263158 164.416058394161
"4676" "由由四村" 2190 1 6 12.8 2190 12.8 6 171.09375 "锦绣路" 50 111250 50 461 668.79 2225 13.3758 9.22 166.345190568041
"4677" "中星馨恒苑" 2030 1 18 8.5 2030 8.5 18 238.823529411765 "大场镇" 45 88260 45 508 549.3 1961.33333333333 12.2066666666667 11.2888888888889 160.677225559803
"4678" "上南路3827弄" 2190 1 6 17.25 2190 17.25 6 126.95652173913 "上南路" 10 22040 10 60 135.14 2204 13.514 6 163.090128755365
"4679" "平阳新村四街坊" 8460 4 24 50.6 2115 12.65 6 167.193675889328 "顾戴路" 23 51070 23 147 284.4 2220.4347826087 12.3652173913043 6.39130434782609 179.571026722925
"4680" "毕加索小镇(二期)(公寓)" 4450 2 26 28.3 2225 14.15 13 157.243816254417 "唐镇" 39 75060 39 359 525.75 1924.61538461538 13.4807692307692 9.2051282051282 142.767475035663
"4681" "阳光威尼斯(二期)" 8000 4 94 46.6 2000 11.65 23.5 171.673819742489 "祁连山路" 29 55140 29 544 354.11 1901.37931034483 12.2106896551724 18.7586206896552 155.714326056875
"4682" "思致公寓" 4150 2 32 39.4 2075 19.7 16 105.329949238579 "水产路" 11 20610 11 86 173.23 1873.63636363636 15.7481818181818 7.81818181818182 118.974773422617
"4683" "鞍山四村第一小区" 7070 3 18 37.7 2356.66666666667 12.5666666666667 6 187.533156498674 "鞍山新村" 6 15480 6 62 79.1 2580 13.1833333333333 10.3333333333333 195.701643489254
"4684" "爱博五村" 7240 3 39 30.7 2413.33333333333 10.2333333333333 13 235.830618892508 "" 5904 10076530 5904 115186 68278.74 1706.72933604336 11.5648272357724 19.5098238482385 147.57931971211
"4685" "新水桥公寓" 4870 3 18 42.12 1623.33333333333 14.04 6 115.622032288699 "" 5904 10076530 5904 115186 68278.74 1706.72933604336 11.5648272357724 19.5098238482385 147.57931971211
"4686" "罗阳二村" 1830 1 6 13.1 1830 13.1 6 139.69465648855 "莲花路" 47 108400 47 433 600.86 2306.3829787234 12.7842553191489 9.21276595744681 180.408081749492
"4687" "蓝色港湾(公寓)" 3850 2 11 20.2 1925 10.1 5.5 190.594059405941 "顾戴路" 23 51070 23 147 284.4 2220.4347826087 12.3652173913043 6.39130434782609 179.571026722925
"4688" "银杏苑(三林)" 3680 2 13 26.1 1840 13.05 6.5 140.996168582375 "三林东" 42 78970 42 479 457.8 1880.2380952381 10.9 11.4047619047619 172.498907820009
"4689" "静安新城三区" 3920 2 12 18.3 1960 9.15 6 214.207650273224 "合川路" 20 49200 20 143 243.87 2460 12.1935 7.15 201.7468323287
"4690" "地杰国际城D街坊" 7660 4 81 48.11 1915 12.0275 20.25 159.218457701102 "御桥" 39 72420 39 505 487.61 1856.92307692308 12.5028205128205 12.9487179487179 148.520333873382
"4691" "明丰佳园" 6270 3 18 32.5 2090 10.8333333333333 6 192.923076923077 "临沂新村" 10 23570 10 148 110.6 2357 11.06 14.8 213.110307414105
"4692" "祥和花苑(公寓)" 8850 6 36 83.4 1475 13.9 6 106.115107913669 "松江新城" 60 91420 60 593 840.42 1523.66666666667 14.007 9.88333333333333 108.778943861403
"4693" "浦恒馨苑" 17450 10 180 129.07 1745 12.907 18 135.19795459828 "芦恒路" 16 29140 16 279 210.52 1821.25 13.1575 17.4375 138.419152574577
"4694" "虹梅景苑三街坊" 3250 2 22 28.48 1625 14.24 11 114.115168539326 "" 5904 10076530 5904 115186 68278.74 1706.72933604336 11.5648272357724 19.5098238482385 147.57931971211
"4695" "虹梅景苑一街坊" 3220 2 12 20.9 1610 10.45 6 154.066985645933 "" 5904 10076530 5904 115186 68278.74 1706.72933604336 11.5648272357724 19.5098238482385 147.57931971211
"4696" "宝隆新村" 1690 1 5 13.5 1690 13.5 5 125.185185185185 "七宝" 65 146510 65 462 812.6 2254 12.5015384615385 7.10769230769231 180.297809500369
"4697" "品翠苑" 1730 1 6 11.3 1730 11.3 6 153.097345132743 "三林东" 42 78970 42 479 457.8 1880.2380952381 10.9 11.4047619047619 172.498907820009
"4698" "鑫都城仁和花苑" 3020 2 12 25 1510 12.5 6 120.8 "颛桥" 32 54050 32 217 421.73 1689.0625 13.1790625 6.78125 128.162568467977
"4699" "南新西园" 2780 2 29 20.3 1390 10.15 14.5 136.945812807882 "航津路" 18 30540 18 264 219.96 1696.66666666667 12.22 14.6666666666667 138.843426077469
"4700" "嘉骏花苑" 1660 1 6 11 1660 11 6 150.909090909091 "殷高西路" 68 141650 68 1062 836.83 2083.08823529412 12.3063235294118 15.6176470588235 169.269744153532
"4701" "绿地新江桥城" 16950 9 135 95.4 1883.33333333333 10.6 15 177.672955974843 "金运路" 47 92770 47 536 507.61 1973.82978723404 10.8002127659574 11.4042553191489 182.75841689486
"4702" "中海御景熙岸(公寓)" 5140 3 56 32.2 1713.33333333333 10.7333333333333 18.6666666666667 159.627329192547 "三林东" 42 78970 42 479 457.8 1880.2380952381 10.9 11.4047619047619 172.498907820009
"4703" "环球翡翠湾花园(公寓)" 11090 5 84 57.9 2218 11.58 16.8 191.53713298791 "浦三路" 42 88780 42 393 574.5 2113.80952380952 13.6785714285714 9.35714285714286 154.534377719756
"4704" "中星海兰苑" 13610 8 87 100.84 1701.25 12.605 10.875 134.966283220944 "桃浦新村" 74 136160 74 971 896.51 1840 12.115 13.1216216216216 151.877837391663
"4705" "欧洲花园" 3530 1 10 30.24 3530 30.24 10 116.732804232804 "邮电新村" 15 46880 15 425 204.72 3125.33333333333 13.648 28.3333333333333 228.995701445877
"4706" "愉景华庭" 5550 2 29 28.9 2775 14.45 14.5 192.041522491349 "上海西站" 40 97830 40 493 545.33 2445.75 13.63325 12.325 179.395962078008
"4707" "浦东世纪花园(公寓)" 18890 5 132 87.6 3778 17.52 26.4 215.639269406393 "世纪公园" 30 82620 30 343 386.24 2754 12.8746666666667 11.4333333333333 213.908450704225
"4708" "凯托大厦" 3060 1 25 12.9 3060 12.9 25 237.209302325581 "宜山路" 21 64070 21 327 264.15 3050.95238095238 12.5785714285714 15.5714285714286 242.551580541359
"4709" "乾骏大厦" 15350 5 160 62.3 3070 12.46 32 246.388443017656 "漕宝路" 30 87430 30 512 382.3 2914.33333333333 12.7433333333333 17.0666666666667 228.694742348941
"4710" "吴东小区" 2660 1 6 13.7 2660 13.7 6 194.160583941606 "宜山路" 21 64070 21 327 264.15 3050.95238095238 12.5785714285714 15.5714285714286 242.551580541359
"4711" "灵艺大厦" 5480 2 52 30.2 2740 15.1 26 181.456953642384 "中兴路" 19 56950 19 522 271.94 2997.36842105263 14.3126315789474 27.4736842105263 209.421195852026
"4712" "通德苑" 5780 2 34 25.12 2890 12.56 17 230.095541401274 "国权路" 11 28570 11 148 118.33 2597.27272727273 10.7572727272727 13.4545454545455 241.443420941435
"4713" "世纪之春花园" 6580 2 26 30.57 3290 15.285 13 215.243702976775 "淞虹路" 23 63220 23 158 287.54 2748.69565217391 12.5017391304348 6.8695652173913 219.865062252208
"4714" "芙蓉花苑" 3330 1 7 16.4 3330 16.4 7 203.048780487805 "镇坪路" 17 53860 17 325 218.78 3168.23529411765 12.8694117647059 19.1176470588235 246.183380564951
"4715" "星霞苑" 2990 1 6 13.6 2990 13.6 6 219.852941176471 "水城路" 9 24310 9 51 108.9 2701.11111111111 12.1 5.66666666666667 223.232323232323
"4716" "京元苑" 3390 1 6 14.5 3390 14.5 6 233.793103448276 "昌平路" 8 28900 8 150 124.4 3612.5 15.55 18.75 232.315112540193
"4717" "平盛苑" 3160 1 6 15.2 3160 15.2 6 207.894736842105 "江浦公园" 36 93520 36 752 438.65 2597.77777777778 12.1847222222222 20.8888888888889 213.199589650063
"4718" "平江路273弄" 7280 2 6 24.8 3640 12.4 3 293.548387096774 "肇嘉浜路" 3 9670 3 8 31.2 3223.33333333333 10.4 2.66666666666667 309.935897435897
"4719" "远景佳苑二期" 12460 5 52 70.3 2492 14.06 10.4 177.24039829303 "行知路" 49 109320 49 379 622.98 2231.02040816327 12.7138775510204 7.73469387755102 175.479148608302
"4720" "金地格林世界(春晓)" 6810 3 12 53.7 2270 17.9 4 126.815642458101 "南翔" 102 170850 102 1402 1257.94 1675 12.3327450980392 13.7450980392157 135.817288582921
"4721" "嘉茵苑" 16150 6 36 94.34 2691.66666666667 15.7233333333333 6 171.189315242739 "大华三路" 39 91260 39 304 531.45 2340 13.6269230769231 7.79487179487179 171.718882303133
"4722" "大众家园" 3360 1 7 14.9 3360 14.9 7 225.503355704698 "鲁班路" 16 55110 16 237 243.9 3444.375 15.24375 14.8125 225.953259532595
"4723" "第九城市(一期)" 7650 2 36 31.1 3825 15.55 18 245.980707395498 "杨高中路" 24 70480 24 287 306.7 2936.66666666667 12.7791666666667 11.9583333333333 229.801108575155
"4724" "圣骊河滨苑" 11800 4 99 54.5 2950 13.625 24.75 216.51376146789 "江浦公园" 36 93520 36 752 438.65 2597.77777777778 12.1847222222222 20.8888888888889 213.199589650063
"4725" "上南花苑(二期)" 5350 2 12 27.2 2675 13.6 6 196.691176470588 "云台路" 13 30060 13 175 149.7 2312.30769230769 11.5153846153846 13.4615384615385 200.801603206413
"4726" "方圆公寓" 3690 1 11 17.2 3690 17.2 11 214.53488372093 "上海儿童医学中心" 29 79840 29 379 397.85 2753.10344827586 13.7189655172414 13.0689655172414 200.678647731557
"4727" "名江七星城" 6980 2 54 37.2 3490 18.6 27 187.634408602151 "国际客运中心" 7 24130 7 163 116.56 3447.14285714286 16.6514285714286 23.2857142857143 207.017844886754
"4728" "天台别韵" 1430 1 11 12.2 1430 12.2 11 117.213114754098 "" 5904 10076530 5904 115186 68278.74 1706.72933604336 11.5648272357724 19.5098238482385 147.57931971211
"4729" "浩泽家园" 2650 2 22 24.8 1325 12.4 11 106.854838709677 "漕盈路" 19 27550 19 184 255.7 1450 13.4578947368421 9.68421052631579 107.743449354713
"4730" "骏丰玲珑坊" 1260 1 23 6.4 1260 6.4 23 196.875 "马陆" 18 28770 18 332 229.03 1598.33333333333 12.7238888888889 18.4444444444444 125.616731432563
"4731" "金海华城华康佳苑" 24560 15 269 159.24 1637.33333333333 10.616 17.9333333333333 154.232604873147 "曹路" 39 63550 39 656 425.71 1629.48717948718 10.915641025641 16.8205128205128 149.28002630899
"4732" "胜悦嘉苑" 2690 2 50 26.01 1345 13.005 25 103.421760861207 "嘉定西" 103 122250 103 1338 1314.16 1186.8932038835 12.7588349514563 12.9902912621359 93.0252024106654
"4733" "马桥景城馨苑" 2150 2 36 18.4 1075 9.2 18 116.847826086957 "文井路" 9 9830 9 195 79.97 1092.22222222222 8.88555555555556 21.6666666666667 122.921095410779
"4734" "新城悠活城" 5870 4 72 46.8 1467.5 11.7 18 125.42735042735 "嘉定西" 103 122250 103 1338 1314.16 1186.8932038835 12.7588349514563 12.9902912621359 93.0252024106654
"4735" "嘉城雅颂湾" 1490 1 14 7.8 1490 7.8 14 191.025641025641 "桃浦新村" 74 136160 74 971 896.51 1840 12.115 13.1216216216216 151.877837391663
"4736" "繁荣华庭" 2590 2 35 21.81 1295 10.905 17.5 118.752865657955 "" 5904 10076530 5904 115186 68278.74 1706.72933604336 11.5648272357724 19.5098238482385 147.57931971211
"4737" "新里米兰公寓" 2750 2 34 25.4 1375 12.7 17 108.267716535433 "昌吉东路" 31 37460 31 571 311.61 1208.38709677419 10.051935483871 18.4193548387097 120.214370527262
"4738" "宝启花园(公寓)" 1390 1 6 13 1390 13 6 106.923076923077 "宝安公路" 66 110690 66 884 777.9 1677.12121212121 11.7863636363636 13.3939393939394 142.29335390153
"4739" "浦发春晖新苑" 1490 1 15 10.37 1490 10.37 15 143.683702989392 "航津路" 18 30540 18 264 219.96 1696.66666666667 12.22 14.6666666666667 138.843426077469
"4740" "汇龙公寓" 1490 1 6 13.6 1490 13.6 6 109.558823529412 "嘉定北" 41 51660 41 435 481.18 1260 11.7360975609756 10.609756097561 107.361070701193
"4741" "金地格林世界(格林公馆)" 3280 2 35 29.5 1640 14.75 17.5 111.186440677966 "南翔" 102 170850 102 1402 1257.94 1675 12.3327450980392 13.7450980392157 135.817288582921
"4742" "瑞和雅苑" 3680 3 45 32.56 1226.66666666667 10.8533333333333 15 113.022113022113 "三鲁公路" 10 14260 10 92 125.26 1426 12.526 9.2 113.843206131247
"4743" "南苑五村" 2220 2 12 21 1110 10.5 6 105.714285714286 "嘉定西" 103 122250 103 1338 1314.16 1186.8932038835 12.7588349514563 12.9902912621359 93.0252024106654
"4744" "中星海上名豪苑(三期)" 1490 1 18 11.9 1490 11.9 18 125.210084033613 "桃浦新村" 74 136160 74 971 896.51 1840 12.115 13.1216216216216 151.877837391663
"4745" "美福园" 1460 1 6 11.6 1460 11.6 6 125.862068965517 "远洋国际中心" 9 13960 9 178 108.39 1551.11111111111 12.0433333333333 19.7777777777778 128.794169203801
"4746" "水木天成翠杨园" 1390 1 6 28.5 1390 28.5 6 48.7719298245614 "复兴路" 14 18590 14 187 181.2 1327.85714285714 12.9428571428571 13.3571428571429 102.593818984547
"4747" "桂荷园" 1790 1 5 19 1790 19 5 94.2105263157895 "鞍山西道" 17 26630 17 108 253.63 1566.47058823529 14.9194117647059 6.35294117647059 104.99546583606
"4748" "华城庭苑" 1290 1 17 10.1 1290 10.1 17 127.722772277228 "登州路" 14 17180 14 225 166.9 1227.14285714286 11.9214285714286 16.0714285714286 102.935889754344
"4749" "气象南里" 1490 1 7 13.7 1490 13.7 7 108.759124087591 "肿瘤医院" 12 18130 12 112 172.7 1510.83333333333 14.3916666666667 9.33333333333333 104.979733642154
"4750" "龙博花园" 1330 1 6 12.75 1330 12.75 6 104.313725490196 "财经大学" 11 13950 11 116 153.39 1268.18181818182 13.9445454545455 10.5454545454545 90.9446508898885
"4751" "华润中央公园" 2260 2 64 35.7 1130 17.85 32 63.3053221288515 "" 5904 10076530 5904 115186 68278.74 1706.72933604336 11.5648272357724 19.5098238482385 147.57931971211
"4752" "首创悦山郡" 4600 5 40 58.21 920 11.642 8 79.0242226421577 "" 5904 10076530 5904 115186 68278.74 1706.72933604336 11.5648272357724 19.5098238482385 147.57931971211
"4753" "竹华里" 3380 2 12 44.8 1690 22.4 6 75.4464285714286 "迎风道" 48 77630 48 474 614.14 1617.29166666667 12.7945833333333 9.875 126.404402904875
"4754" "九州国际" 4990 2 68 24.3 2495 12.15 34 205.349794238683 "鼓楼" 16 32410 16 388 210 2025.625 13.125 24.25 154.333333333333
"4755" "西湖里" 1830 1 6 14.7 1830 14.7 6 124.489795918367 "海光寺" 14 24450 14 120 174.22 1746.42857142857 12.4442857142857 8.57142857142857 140.339800252554
"4756" "嘉陵东里" 1460 1 5 7.8 1460 7.8 5 187.179487179487 "宜宾道" 22 34560 22 129 295.6 1570.90909090909 13.4363636363636 5.86363636363636 116.914749661705
"4757" "江坪园" 3660 2 58 28.5 1830 14.25 29 128.421052631579 "天拖" 18 31400 18 261 277.5 1744.44444444444 15.4166666666667 14.5 113.153153153153
"4758" "秀波园" 18390 13 309 151.11 1414.61538461538 11.6238461538462 23.7692307692308 121.699424260473 "二号桥" 16 22560 16 346 185.54 1410 11.59625 21.625 121.591031583486
"4759" "风湖里" 1930 1 6 15.3 1930 15.3 6 126.143790849673 "鞍山西道" 17 26630 17 108 253.63 1566.47058823529 14.9194117647059 6.35294117647059 104.99546583606
"4760" "象博豪庭" 2060 2 50 31.96 1030 15.98 25 64.4555694618273 "财经大学" 11 13950 11 116 153.39 1268.18181818182 13.9445454545455 10.5454545454545 90.9446508898885
"4761" "存诚里" 1690 1 7 12.5 1690 12.5 7 135.2 "下瓦房" 24 38400 24 218 279.3 1600 11.6375 9.08333333333333 137.486573576799
"4762" "龙禧园" 3710 3 18 33.6 1236.66666666667 11.2 6 110.416666666667 "复兴路" 14 18590 14 187 181.2 1327.85714285714 12.9428571428571 13.3571428571429 102.593818984547
"4763" "林苑北里" 3250 2 12 23.9 1625 11.95 6 135.983263598326 "王顶堤" 18 27700 18 120 227 1538.88888888889 12.6111111111111 6.66666666666667 122.026431718062
"4764" "万科红郡" 1360 1 32 14.5 1360 14.5 32 93.7931034482759 "" 5904 10076530 5904 115186 68278.74 1706.72933604336 11.5648272357724 19.5098238482385 147.57931971211
"4765" "芳村花园" 7590 6 121 51.2 1265 8.53333333333333 20.1666666666667 148.2421875 "坑口" 7 9050 7 150 60.08 1292.85714285714 8.58285714285714 21.4285714285714 150.632490013316
"4766" "珠江俊园" 12410 7 196 70.8 1772.85714285714 10.1142857142857 28 175.282485875706 "华师" 48 90820 48 1272 492.02 1892.08333333333 10.2504166666667 26.5 184.585992439332
"4767" "尚隆地球村" 4310 3 21 41.6 1436.66666666667 13.8666666666667 7 103.605769230769 "积玉桥" 20 30320 20 381 253.63 1516 12.6815 19.05 119.544217955289
"4768" "云山熹景" 2590 1 18 15 2590 15 18 172.666666666667 "梅花园" 3 6310 3 43 40.5 2103.33333333333 13.5 14.3333333333333 155.802469135802
"4769" "五环天地广场" 1430 1 42 7.5 1430 7.5 42 190.666666666667 "杨家湾" 44 61120 44 1256 507.93 1389.09090909091 11.5438636363636 28.5454545454545 120.331541747879
"4770" "辉洋苑" 6530 4 112 42.42 1632.5 10.605 28 153.936822253654 "中山八" 8 14110 8 261 80.22 1763.75 10.0275 32.625 175.891298927948
"4771" "富丽家园富丽广场" 6930 5 30 68.3 1386 13.66 6 101.464128843338 "大石" 15 23460 15 217 203.3 1564 13.5533333333333 14.4666666666667 115.395966551894
"4772" "西北湖凤凰城" 1860 1 21 17.5 1860 17.5 21 106.285714285714 "菱角湖" 1 1860 1 21 17.5 1860 17.5 21 106.285714285714
"4773" "怡新花园" 2290 1 17 15.4 2290 15.4 17 148.701298701299 "梅花园" 3 6310 3 43 40.5 2103.33333333333 13.5 14.3333333333333 155.802469135802
"4774" "三金雄楚天地" 3910 3 104 27.35 1303.33333333333 9.11666666666667 34.6666666666667 142.961608775137 "杨家湾" 44 61120 44 1256 507.93 1389.09090909091 11.5438636363636 28.5454545454545 120.331541747879
"4775" "静安上城" 5500 4 82 52.9 1375 13.225 20.5 103.969754253308 "武昌火车站" 14 18710 14 198 193.03 1336.42857142857 13.7878571428571 14.1428571428571 96.9279386623841
"4776" "汇侨新城北区" 7070 5 87 51.8 1414 10.36 17.4 136.486486486486 "白云文化广场" 13 20010 13 212 136.79 1539.23076923077 10.5223076923077 16.3076923076923 146.282622998757
"4777" "东怡新区东雅园" 7890 6 42 92.5 1315 15.4166666666667 7 85.2972972972973 "番禺广场" 25 31830 25 177 329.4 1273.2 13.176 7.08 96.6302367941712
"4778" "广州雅居乐花园新地沁园" 6340 4 44 42.1 1585 10.525 11 150.593824228028 "员岗" 16 25820 16 209 214.5 1613.75 13.40625 13.0625 120.37296037296
"4779" "南国明珠二期" 2060 2 22 26.4 1030 13.2 11 78.030303030303 "陶家岭" 9 9190 9 222 115.4 1021.11111111111 12.8222222222222 24.6666666666667 79.6360485268631
"4780" "保利心语十期" 960 1 34 11.2 960 11.2 34 85.7142857142857 "" 5904 10076530 5904 115186 68278.74 1706.72933604336 11.5648272357724 19.5098238482385 147.57931971211
"4781" "保利心语七期" 2020 2 48 26.1 1010 13.05 24 77.3946360153257 "" 5904 10076530 5904 115186 68278.74 1706.72933604336 11.5648272357724 19.5098238482385 147.57931971211
"4782" "万科嘉园光谷的光" 4500 4 132 35.31 1125 8.8275 33 127.442650807137 "" 5904 10076530 5904 115186 68278.74 1706.72933604336 11.5648272357724 19.5098238482385 147.57931971211
"4783" "东原时光道" 3110 3 144 21.2 1036.66666666667 7.06666666666667 48 146.698113207547 "徐东" 4 4570 4 176 35.53 1142.5 8.8825 44 128.623698283141
"4784" "望江锦园" 1190 1 33 10.5 1190 10.5 33 113.333333333333 "" 5904 10076530 5904 115186 68278.74 1706.72933604336 11.5648272357724 19.5098238482385 147.57931971211
"4785" "国际百纳" 3010 3 124 27.2 1003.33333333333 9.06666666666667 41.3333333333333 110.661764705882 "中一路" 42 41910 42 1368 482.03 997.857142857143 11.4769047619048 32.5714285714286 86.944795967056
"4786" "东方明珠花园" 1030 1 7 11.7 1030 11.7 7 88.034188034188 "" 5904 10076530 5904 115186 68278.74 1706.72933604336 11.5648272357724 19.5098238482385 147.57931971211
"4787" "东苑A区" 4680 4 120 48.05 1170 12.0125 30 97.3985431841831 "三瓦窑" 42 55320 42 1245 575.02 1317.14285714286 13.6909523809524 29.6428571428571 96.205349379152
"4788" "新澳蓝草坪" 2920 3 33 40.4 973.333333333333 13.4666666666667 11 72.2772277227723 "龙阳村" 8 8850 8 231 93.2 1106.25 11.65 28.875 94.9570815450644
"4789" "浅水半岛三期" 12670 11 297 148.06 1151.81818181818 13.46 27 85.5734161826287 "" 5904 10076530 5904 115186 68278.74 1706.72933604336 11.5648272357724 19.5098238482385 147.57931971211
"4790" "万科汉阳国际" 2120 2 52 26.9 1060 13.45 26 78.8104089219331 "陶家岭" 9 9190 9 222 115.4 1021.11111111111 12.8222222222222 24.6666666666667 79.6360485268631
"4791" "瑞祥御锦" 1850 2 36 16.84 925 8.42 18 109.857482185273 "驷马桥" 24 26090 24 497 270.49 1087.08333333333 11.2704166666667 20.7083333333333 96.4545824244889
"4792" "石桥花园淌湖苑" 860 1 30 10.3 860 10.3 30 83.495145631068 "竹叶山" 1 860 1 30 10.3 860 10.3 30 83.495145631068
"4793" "新怡花园A区" 890 1 18 14 890 14 18 63.5714285714286 "天府五街" 77 89940 77 2230 1000.99 1168.05194805195 12.9998701298701 28.961038961039 89.8510474630116
"4794" "世豪瑞丽" 1290 1 32 14 1290 14 32 92.1428571428571 "天府三街" 81 100060 81 2390 1003.55 1235.30864197531 12.3895061728395 29.5061728395062 99.7060435454138
"4795" "蓝光锦绣城" 6350 6 192 70.63 1058.33333333333 11.7716666666667 32 89.9051394591533 "成渝立交" 114 121250 114 3156 1332.01 1063.59649122807 11.684298245614 27.6842105263158 91.0278451362978
"4796" "建荣嘉园" 3210 3 94 31.22 1070 10.4066666666667 31.3333333333333 102.818705957719 "古田四路" 3 3210 3 94 31.22 1070 10.4066666666667 31.3333333333333 102.818705957719
"4797" "保利锦湖林语南区" 3950 3 66 41.1 1316.66666666667 13.7 22 96.1070559610706 "孵化园" 3 3950 3 66 41.1 1316.66666666667 13.7 22 96.1070559610706
"4798" "中大君悦金沙六期" 1030 1 24 9.53 1030 9.53 24 108.079748163694 "清江西路" 23 27190 23 556 285.72 1182.17391304348 12.4226086956522 24.1739130434783 95.1630967380652
"4799" "美联奥林匹克花园四期" 990 1 33 7.7 990 7.7 33 128.571428571429 "金银潭" 40 43520 40 1090 478.82 1088 11.9705 27.25 90.8901048410676
"4800" "美城云庭" 1090 1 32 14.23 1090 14.23 32 76.5987350667604 "天府五街" 77 89940 77 2230 1000.99 1168.05194805195 12.9998701298701 28.961038961039 89.8510474630116
"4801" "华宇阳光水岸" 3050 3 63 32.38 1016.66666666667 10.7933333333333 21 94.1939468807906 "昭觉寺南路" 15 15130 15 323 165.49 1008.66666666667 11.0326666666667 21.5333333333333 91.4254637742462
"4802" "向阳佳苑B区" 1190 1 35 8.58 1190 8.58 35 138.694638694639 "梅苑小区" 21 24570 21 554 239.36 1170 11.3980952380952 26.3809523809524 102.648729946524
"4803" "百瑞景中央生活区一期" 1130 1 10 8.95 1130 8.95 10 126.256983240223 "梅苑小区" 21 24570 21 554 239.36 1170 11.3980952380952 26.3809523809524 102.648729946524
